ID,Area_Name,Year,Sub_Group_Name,K_A_Cases_Reported
3412,Haryana,2006,14. Total (Sum of 1-13 Above),635
3413,Himachal Pradesh,2006,14. Total (Sum of 1-13 Above),130
3414,Jammu & Kashmir,2006,14. Total (Sum of 1-13 Above),789
3415,Jharkhand,2006,14. Total (Sum of 1-13 Above),635
3416,Karnataka,2006,14. Total (Sum of 1-13 Above),563
3417,Kerala,2006,14. Total (Sum of 1-13 Above),294
3418,Madhya Pradesh,2006,14. Total (Sum of 1-13 Above),808
3419,Maharashtra,2006,14. Total (Sum of 1-13 Above),1261
3420,Manipur,2006,14. Total (Sum of 1-13 Above),130
3421,Meghalaya,2006,14. Total (Sum of 1-13 Above),57
3422,Mizoram,2006,14. Total (Sum of 1-13 Above),6
3423,Nagaland,2006,14. Total (Sum of 1-13 Above),31
3424,Odisha,2006,14. Total (Sum of 1-13 Above),704
3425,Puducherry,2006,14. Total (Sum of 1-13 Above),18
3426,Punjab,2006,14. Total (Sum of 1-13 Above),591
3427,Rajasthan,2006,14. Total (Sum of 1-13 Above),1970
3428,Sikkim,2006,14. Total (Sum of 1-13 Above),8
3429,Tamil Nadu,2006,14. Total (Sum of 1-13 Above),906
3430,Tripura,2006,14. Total (Sum of 1-13 Above),105
3431,Uttar Pradesh,2006,14. Total (Sum of 1-13 Above),3318
3432,Uttarakhand,2006,14. Total (Sum of 1-13 Above),212
3433,West Bengal,2006,14. Total (Sum of 1-13 Above),1355
3434,Andaman & Nicobar Islands,2007,14. Total (Sum of 1-13 Above),12
3435,Andhra Pradesh,2007,14. Total (Sum of 1-13 Above),2097
3436,Arunachal Pradesh,2007,14. Total (Sum of 1-13 Above),68
3437,Assam,2007,14. Total (Sum of 1-13 Above),1971
3438,Bihar,2007,14. Total (Sum of 1-13 Above),2530
3439,Chandigarh,2007,14. Total (Sum of 1-13 Above),52
3440,Chhattisgarh,2007,14. Total (Sum of 1-13 Above),244
3441,Dadra & Nagar Haveli,2007,14. Total (Sum of 1-13 Above),9
3442,Daman & Diu,2007,14. Total (Sum of 1-13 Above),1
3443,Delhi,2007,14. Total (Sum of 1-13 Above),1688
3444,Goa,2007,14. Total (Sum of 1-13 Above),12
3445,Gujarat,2007,14. Total (Sum of 1-13 Above),1312
3446,Haryana,2007,14. Total (Sum of 1-13 Above),801
3447,Himachal Pradesh,2007,14. Total (Sum of 1-13 Above),171
3448,Jammu & Kashmir,2007,14. Total (Sum of 1-13 Above),758
3449,Jharkhand,2007,14. Total (Sum of 1-13 Above),762
3450,Karnataka,2007,14. Total (Sum of 1-13 Above),680
3451,Kerala,2007,14. Total (Sum of 1-13 Above),255
3452,Madhya Pradesh,2007,14. Total (Sum of 1-13 Above),922
3453,Maharashtra,2007,14. Total (Sum of 1-13 Above),1312
3454,Manipur,2007,14. Total (Sum of 1-13 Above),150
3455,Meghalaya,2007,14. Total (Sum of 1-13 Above),52
3456,Mizoram,2007,14. Total (Sum of 1-13 Above),4
3457,Nagaland,2007,14. Total (Sum of 1-13 Above),17
3458,Odisha,2007,14. Total (Sum of 1-13 Above),801
3459,Puducherry,2007,14. Total (Sum of 1-13 Above),20
3460,Punjab,2007,14. Total (Sum of 1-13 Above),760
3461,Rajasthan,2007,14. Total (Sum of 1-13 Above),2177
3462,Sikkim,2007,14. Total (Sum of 1-13 Above),9
3463,Tamil Nadu,2007,14. Total (Sum of 1-13 Above),1270
3464,Tripura,2007,14. Total (Sum of 1-13 Above),113
3465,Uttar Pradesh,2007,14. Total (Sum of 1-13 Above),4478
3466,Uttarakhand,2007,14. Total (Sum of 1-13 Above),253
3467,West Bengal,2007,14. Total (Sum of 1-13 Above),1800
3468,Andaman & Nicobar Islands,2008,14. Total (Sum of 1-13 Above),17
3469,Andhra Pradesh,2008,14. Total (Sum of 1-13 Above),1970
3470,Arunachal Pradesh,2008,14. Total (Sum of 1-13 Above),79
3471,Assam,2008,14. Total (Sum of 1-13 Above),2239
3472,Bihar,2008,14. Total (Sum of 1-13 Above),3047
3473,Chandigarh,2008,14. Total (Sum of 1-13 Above),50
3474,Chhattisgarh,2008,14. Total (Sum of 1-13 Above),273
3475,Dadra & Nagar Haveli,2008,14. Total (Sum of 1-13 Above),17
3476,Daman & Diu,2008,14. Total (Sum of 1-13 Above),4
3477,Delhi,2008,14. Total (Sum of 1-13 Above),1567
3478,Goa,2008,14. Total (Sum of 1-13 Above),36
3479,Gujarat,2008,14. Total (Sum of 1-13 Above),1323
3480,Haryana,2008,14. Total (Sum of 1-13 Above),854
3481,Himachal Pradesh,2008,14. Total (Sum of 1-13 Above),151
3482,Jammu & Kashmir,2008,14. Total (Sum of 1-13 Above),704
3483,Jharkhand,2008,14. Total (Sum of 1-13 Above),792
3484,Karnataka,2008,14. Total (Sum of 1-13 Above),758
3485,Kerala,2008,14. Total (Sum of 1-13 Above),253
3486,Lakshadweep,2008,14. Total (Sum of 1-13 Above),1
3487,Madhya Pradesh,2008,14. Total (Sum of 1-13 Above),929
3488,Maharashtra,2008,14. Total (Sum of 1-13 Above),1379
3489,Manipur,2008,14. Total (Sum of 1-13 Above),176
3490,Meghalaya,2008,14. Total (Sum of 1-13 Above),56
3491,Mizoram,2008,14. Total (Sum of 1-13 Above),9
3492,Nagaland,2008,14. Total (Sum of 1-13 Above),44
3493,Odisha,2008,14. Total (Sum of 1-13 Above),908
3494,Puducherry,2008,14. Total (Sum of 1-13 Above),17
3495,Punjab,2008,14. Total (Sum of 1-13 Above),718
3496,Rajasthan,2008,14. Total (Sum of 1-13 Above),2358
3497,Sikkim,2008,14. Total (Sum of 1-13 Above),4
3498,Tamil Nadu,2008,14. Total (Sum of 1-13 Above),1375
3499,Tripura,2008,14. Total (Sum of 1-13 Above),146
3500,Uttar Pradesh,2008,14. Total (Sum of 1-13 Above),5428
3501,Uttarakhand,2008,14. Total (Sum of 1-13 Above),247
3502,West Bengal,2008,14. Total (Sum of 1-13 Above),2332
3503,Andaman & Nicobar Islands,2009,14. Total (Sum of 1-13 Above),16
3504,Andhra Pradesh,2009,14. Total (Sum of 1-13 Above),1958
3505,Arunachal Pradesh,2009,14. Total (Sum of 1-13 Above),62
3506,Assam,2009,14. Total (Sum of 1-13 Above),2718
3507,Bihar,2009,14. Total (Sum of 1-13 Above),3222
3508,Chandigarh,2009,14. Total (Sum of 1-13 Above),40
3509,Chhattisgarh,2009,14. Total (Sum of 1-13 Above),286
3510,Dadra & Nagar Haveli,2009,14. Total (Sum of 1-13 Above),12
3511,Delhi,2009,14. Total (Sum of 1-13 Above),2536
3512,Goa,2009,14. Total (Sum of 1-13 Above),33
3513,Gujarat,2009,14. Total (Sum of 1-13 Above),1348
3514,Haryana,2009,14. Total (Sum of 1-13 Above),916
3515,Himachal Pradesh,2009,14. Total (Sum of 1-13 Above),150
3516,Jammu & Kashmir,2009,14. Total (Sum of 1-13 Above),873
3517,Jharkhand,2009,14. Total (Sum of 1-13 Above),827
3518,Karnataka,2009,14. Total (Sum of 1-13 Above),892
3519,Kerala,2009,14. Total (Sum of 1-13 Above),256
3520,Madhya Pradesh,2009,14. Total (Sum of 1-13 Above),1036
3521,Maharashtra,2009,14. Total (Sum of 1-13 Above),1286
3522,Manipur,2009,14. Total (Sum of 1-13 Above),159
3523,Meghalaya,2009,14. Total (Sum of 1-13 Above),56
3524,Mizoram,2009,14. Total (Sum of 1-13 Above),9
3525,Nagaland,2009,14. Total (Sum of 1-13 Above),52
3526,Odisha,2009,14. Total (Sum of 1-13 Above),930
3527,Puducherry,2009,14. Total (Sum of 1-13 Above),18
3528,Punjab,2009,14. Total (Sum of 1-13 Above),692
3529,Rajasthan,2009,14. Total (Sum of 1-13 Above),2870
3530,Sikkim,2009,14. Total (Sum of 1-13 Above),6
3531,Tamil Nadu,2009,14. Total (Sum of 1-13 Above),1372
3532,Tripura,2009,14. Total (Sum of 1-13 Above),121
3533,Uttar Pradesh,2009,14. Total (Sum of 1-13 Above),6083
3534,Uttarakhand,2009,14. Total (Sum of 1-13 Above),275
3535,West Bengal,2009,14. Total (Sum of 1-13 Above),2750
3536,Andaman & Nicobar Islands,2010,14. Total (Sum of 1-13 Above),10
3537,Andhra Pradesh,2010,14. Total (Sum of 1-13 Above),2053
3538,Arunachal Pradesh,2010,14. Total (Sum of 1-13 Above),67
3539,Assam,2010,14. Total (Sum of 1-13 Above),3250
3540,Bihar,2010,14. Total (Sum of 1-13 Above),3674
3541,Chandigarh,2010,14. Total (Sum of 1-13 Above),38
3542,Chhattisgarh,2010,14. Total (Sum of 1-13 Above),359
3543,Dadra & Nagar Haveli,2010,14. Total (Sum of 1-13 Above),18
3544,Daman & Diu,2010,14. Total (Sum of 1-13 Above),2
3545,Delhi,2010,14. Total (Sum of 1-13 Above),3208
3546,Goa,2010,14. Total (Sum of 1-13 Above),25
3547,Gujarat,2010,14. Total (Sum of 1-13 Above),1447
3548,Haryana,2010,14. Total (Sum of 1-13 Above),963
3549,Himachal Pradesh,2010,14. Total (Sum of 1-13 Above),194
3550,Jammu & Kashmir,2010,14. Total (Sum of 1-13 Above),896
3551,Jharkhand,2010,14. Total (Sum of 1-13 Above),978
3552,Karnataka,2010,14. Total (Sum of 1-13 Above),1374
3553,Kerala,2010,14. Total (Sum of 1-13 Above),261
3554,Madhya Pradesh,2010,14. Total (Sum of 1-13 Above),1187
3555,Maharashtra,2010,14. Total (Sum of 1-13 Above),1508
3556,Manipur,2010,14. Total (Sum of 1-13 Above),199
3557,Meghalaya,2010,14. Total (Sum of 1-13 Above),71
3558,Mizoram,2010,14. Total (Sum of 1-13 Above),9
3559,Nagaland,2010,14. Total (Sum of 1-13 Above),50
3560,Odisha,2010,14. Total (Sum of 1-13 Above),1016
3561,Puducherry,2010,14. Total (Sum of 1-13 Above),17
3562,Punjab,2010,14. Total (Sum of 1-13 Above),789
3563,Rajasthan,2010,14. Total (Sum of 1-13 Above),2985
3564,Sikkim,2010,14. Total (Sum of 1-13 Above),6
3565,Tamil Nadu,2010,14. Total (Sum of 1-13 Above),1720
3566,Tripura,2010,14. Total (Sum of 1-13 Above),114
3567,Uttar Pradesh,2010,14. Total (Sum of 1-13 Above),6321
3568,Uttarakhand,2010,14. Total (Sum of 1-13 Above),286
3569,West Bengal,2010,14. Total (Sum of 1-13 Above),3345
